distribuidor,filial_anterior,cod_vend1,nome_vend1,celula,cliente,cnpj,razao,fantasia,endereco,bairro,cidade,micro_regiao,meso_regiao,estado,regiao,cep,ibm_cliente,clube_status,tipo_cliente,banding,cod_seg,nome_seg,emissao,mes,ano,ano_mes,dt_entrega,produto,descricao,classe,familia,tier,aplicacao,origem_prod,tipo_sh,volume,cfop,numero_nf,serie,quantidade,vol_total,fat_bruto,fat_liquido,liquido_shell,custo,ibm_distribuidor,tipo_global,ibm_shell,embalagem,cod_vend2,armazem,grupo_alvorada,rede_top,segmentacao,troca_oleo,pitstop,cod_supervisor,nome_supervisor,cod_gerente,nome_gerente,combo_descri,combo_cod,peso_bruto,transportadora,custo_repo,cod_ibge,cond_pgto,prazo_med,tipo_prod1
Nacional,NACIONAL / MATRIZ / ES,250018,JOIVAM GABURRO,JOIVAM GABURRO,00944100,38200542000180,EFRAINHO NAITCEL LOOSE 09978874780,EFRAINHO NAITCEL LOO,ROD ES 080 000,DA VILA JOVEM,AGUA DOCE DO NORTE,,,ES,,29820000,,,B2C,,RORO,OUTROS REVENDEDORES,13/05/2024,05,2024,2024M05,16/05/2024,44422855,RIMULA R3 EXTRA 15W40 CI-4 FR 20L,OLEO,RIMULA,RIMULA R3 EXTRA,Transport,Mineral,Mainstream,20.0,5656,000016376,001,1,20.0,352.65,320.04,0,230.62,005654,Mainstream,7005654,EMBALADO  ,,01,0,Nao,,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,MIX CAIXA,HELIXM,18.0,000002 - TRANSCHERRER TRANSPORTADORA LTDA,0,00169,003 - 30/60/90 DD,60,SH
Nacional,NACIONAL / MATRIZ / ES,250018,JOIVAM GABURRO,JOIVAM GABURRO,00944100,38200542000180,EFRAINHO NAITCEL LOOSE 09978874780,EFRAINHO NAITCEL LOO,ROD ES 080 000,DA VILA JOVEM,AGUA DOCE DO NORTE,,,ES,,29820000,,,B2C,,RORO,OUTROS REVENDEDORES,13/05/2024,05,2024,2024M05,16/05/2024,45274905,SPIRAX S1 ATF TASA CX. 12X1L,OLEO,SPIRAX,SPIRAX S1,Transport,Mineral,Mainstream,12.0,5656,000016376,001,1,12.0,357.89,324.78,0,191.37,005654,Mainstream,7005654,EMBALADO  ,,01,0,Nao,,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,,,10.56,000002 - TRANSCHERRER TRANSPORTADORA LTDA,0,00169,003 - 30/60/90 DD,60,SH
Nacional,NACIONAL / MATRIZ / ES,250018,JOIVAM GABURRO,JOIVAM GABURRO,00944100,38200542000180,EFRAINHO NAITCEL LOOSE 09978874780,EFRAINHO NAITCEL LOO,ROD ES 080 000,DA VILA JOVEM,AGUA DOCE DO NORTE,,,ES,,29820000,,,B2C,,RORO,OUTROS REVENDEDORES,13/05/2024,05,2024,2024M05,16/05/2024,45277905,SPIRAX S2 G 90 CX. 12X1L,OLEO,SPIRAX,SPIRAX S2,Transport,Mineral,Mainstream,12.0,5656,000016376,001,2,24.0,656.46,595.74,0,351.38,005654,Mainstream,7005654,EMBALADO  ,,01,0,Nao,,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,,,10.85,000002 - TRANSCHERRER TRANSPORTADORA LTDA,0,00169,003 - 30/60/90 DD,60,SH
Nacional,NACIONAL / MATRIZ / ES,250022,JESSICA SOUZA MEDEIROS,JESSICA SOUZA MEDEIROS,00527200,33816288000126,WR GARAGE OFICINA AUTOMOTIVA LTDA,WR GARAGE,RUA FIDELINA PEREIRA DA COSTA N 147,DE FATIMA,SERRA,,,ES,,29161131,,OK,B2C,P,ROMA,OFICINAS DE AUTOMOVEIS,13/05/2024,05,2024,2024M05,13/05/2024,41098905,HELIX ULTRA ECT C2 5W30 CX 12X1L,OLEO,HELIX,HELIX ULTRA,consumer,Sint tico,Premium,12.0,5655,000016377,001,3,36.0,1234.8,1120.59,0,663.22,005654,Premium,7005654,EMBALADO  ,,01,0,Nao,P,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,MIX CAIXA,HELIXM,10.092,000003 - NOSSO CARRO,0,05002,004 - 28/56/84 DD,56,SH
Nacional,NACIONAL / MATRIZ / ES,250015,CAMILLA TAMIRIS DA SILVA TRIGUEIRO,CAMILLA TAMIRIS DA SILVA TRIGUEIRO,00650000,13869786000120,TIAGO MARSAL VANINI 11116983761,TIAGO MARSAL VANINI,ROD GERALDO SARTORIO S/N,SAO JOSE DE FRUTEIRAS,VARGEM ALTA,,,ES,,29298000,,OK,B2C,P,ROMA,OFICINAS DE AUTOMOVEIS,13/05/2024,05,2024,2024M05,16/05/2024,41098905,HELIX ULTRA ECT C2 5W30 CX 12X1L,OLEO,HELIX,HELIX ULTRA,consumer,Sint tico,Premium,12.0,5656,000016378,001,3,36.0,1234.8,1120.59,0,663.22,005654,Premium,7005654,EMBALADO  ,,01,0,Nao,P,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,MIX CAIXA,HELIXM,10.092,000002 - TRANSCHERRER TRANSPORTADORA LTDA,0,05036,004 - 28/56/84 DD,56,SH
Nacional,NACIONAL / MATRIZ / ES,250012,NUBIA SOUZA AZEVEDO,NUBIA SOUZA AZEVEDO,00866300,49973821000101,ATACADAO AUTOMOTIVA LTDA,ATACADAO AUTO PECAS,AV CARLOS LINDENBERG N�2155,SANTA INES,VILA VELHA,,,ES,,29108075,,,B2C,,RATV,AUTOPECAS VEICULOS,13/05/2024,05,2024,2024M05,15/05/2024,43135905,HELIX HX8 SP GF6 5W-30 CX 12X1L NEW,OLEO,HELIX,HELIX HX8 SP,consumer,Sint tico,Premium,12.0,5655,000016379,001,2,24.0,597.6,542.32,0,332.35,005654,Premium,7005654,EMBALADO  ,,01,0,Nao,,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,MIX CAIXA,HELIXM,10.56,000003 - NOSSO CARRO,0,05200,022 - 30/60DDL,45,SH
Nacional,NACIONAL / MATRIZ / ES,250027,RODRIGO GOMES,RODRIGO GOMES,00707300,07164599734,DALTON DIAS HERINGER,FAZENDA PARAISO,FAZENDA PARAISO,ZONA RURAL,VILA VELHA,,,ES,,29136537,,,B2B,,CCLR,AGRICULTURA,13/05/2024,05,2024,2024M05,15/05/2024,44414855,RIMULA RT4 X 15W40 SHELL FR 20L,OLEO,RIMULA,RIMULA RT4X,Transport,Mineral,Mainstream,20.0,5655,000016380,001,3,60.0,1082.85,982.68,0,728.33,005654,Mainstream,7005654,EMBALADO  ,250024,01,0,Nao,,,,250014,RODRIGO LAZARO,250002,WANDERSON CASTIGLIONI,,,17.596,000003 - NOSSO CARRO,0,05200,022 - 30/60DDL,45,SH
Nacional,NACIONAL / MATRIZ / ES,250027,RODRIGO GOMES,RODRIGO GOMES,00707300,07164599734,DALTON DIAS HERINGER,FAZENDA PARAISO,FAZENDA PARAISO,ZONA RURAL,VILA VELHA,,,ES,,29136537,,,B2B,,CCLR,AGRICULTURA,13/05/2024,05,2024,2024M05,15/05/2024,43582855,SPIRAX S2 A 90 FR. 20LT.,OLEO,SPIRAX,SPIRAX S2,Transport,Mineral,Mainstream,20.0,5655,000016380,001,1,20.0,475.72,431.72,0,252.2,005654,Mainstream,7005654,EMBALADO  ,250024,01,0,Nao,,,,250014,RODRIGO LAZARO,250002,WANDERSON CASTIGLIONI,,,18.18,000003 - NOSSO CARRO,0,05200,022 - 30/60DDL,45,SH
Nacional,NACIONAL / MATRIZ / ES,250017,LORENA RAISA VALENTE,LORENA RAISA VALENTE,00006201,07940707000127,MULTI COMERCIO DE VEICULOS LTDA,MULTI COMERCIO DE VE,AVENIDA NOSSA SENHORA DA PENHA 1661,SANTA LUCIA,VITORIA,,,ES,,29056075,7021721,,FWS,,RAMI,CONCES AUTO MITSUBIS,13/05/2024,05,2024,2024M05,15/05/2024,44456860,SPIRAX S6 GXME 75W80 20L,OLEO,SPIRAX,-,-,-,Premium,20.0,5655,000016381,001,2,40.0,1353.96,1228.72,0,1378.07,005655,Premium,7005655,EMBALADO  ,,20,0,Nao,,,,250002,WANDERSON CASTIGLIONI,250001,Roney Perin da Cruz,,,17.0,-,0,05309,Z45 - 45 DIAS,45,SH
Nacional,NACIONAL / MATRIZ / ES,250017,LORENA RAISA VALENTE,LORENA RAISA VALENTE,00004802,23746672000227,BM VITORIA VEICULOS LTDA,BM VITORIA VEICULOS,AVENIDA LEITAO DA SILVA 1873,ITARARE,VITORIA,,,ES,,29045974,7021517,,FWS,,RABM,CONCES AUTO BMW,13/05/2024,05,2024,2024M05,15/05/2024,44510909,BMW MOTORRAD ADVANTEC ULTIMATE CX 12X1L,OLEO,BMW,-,consumer,-,Mainstream,12.0,5655,000016382,001,20,240.0,11213.2,10175.98,0,5905.42,005655,Mainstream,7005655,EMBALADO  ,,20,0,Nao,,,,250002,WANDERSON CASTIGLIONI,250001,Roney Perin da Cruz,,,10.068,-,0,05309,Z30 - 30 DIAS,30,SH
Nacional,NACIONAL / MATRIZ / ES,250017,LORENA RAISA VALENTE,LORENA RAISA VALENTE,00000102,04717513000250,VIA BRASIL AUTOMOVEIS LTDA,VIA BRASIL AUTOMOVEI,RODOVIA BR 101 NORTE 2256,SAO GERALDO,SERRA,,,ES,,29163387,7001797,,FWS,,RAHM,CONCES AUTO HMB,13/05/2024,05,2024,2024M05,14/05/2024,41098905,HELIX ULTRA ECT C2 5W30 CX 12X1L,OLEO,HELIX,HELIX ULTRA,consumer,Sint tico,Premium,12.0,5655,000016383,001,1,12.0,347.71,315.54,0,221.07,005655,Premium,7005655,EMBALADO  ,,20,0,Nao,,,,250002,WANDERSON CASTIGLIONI,250001,Roney Perin da Cruz,,,10.092,000003 - NOSSO CARRO,0,05002,Z45 - 45 DIAS,45,SH
Nacional,NACIONAL / MATRIZ / ES,250017,LORENA RAISA VALENTE,LORENA RAISA VALENTE,00000102,04717513000250,VIA BRASIL AUTOMOVEIS LTDA,VIA BRASIL AUTOMOVEI,RODOVIA BR 101 NORTE 2256,SAO GERALDO,SERRA,,,ES,,29163387,7001797,,FWS,,RAHM,CONCES AUTO HMB,13/05/2024,05,2024,2024M05,14/05/2024,45258845,SPIRAX S3 ATF MD3 CX 6 X 1L,OLEO,SPIRAX,SPIRAX S3,Transmission Oils Other,Mineral,Mainstream,6.0,5655,000016383,001,1,6.0,201.56,182.93,0,78.19,005655,Mainstream,7005655,EMBALADO  ,,20,0,Nao,,,,250002,WANDERSON CASTIGLIONI,250001,Roney Perin da Cruz,,,5.184,000003 - NOSSO CARRO,0,05002,Z45 - 45 DIAS,45,SH
Nacional,NACIONAL / MATRIZ / ES,250017,LORENA RAISA VALENTE,LORENA RAISA VALENTE,00000102,04717513000250,VIA BRASIL AUTOMOVEIS LTDA,VIA BRASIL AUTOMOVEI,RODOVIA BR 101 NORTE 2256,SAO GERALDO,SERRA,,,ES,,29163387,7001797,,FWS,,RAHM,CONCES AUTO HMB,13/05/2024,05,2024,2024M05,14/05/2024,45502905,HELIX HX8 AH 5W-30 (SN/GF-5) CX 12X1L,OLEO,HELIX,HELIX HX8 AH,consumer,Sint tico,Premium,12.0,5655,000016383,001,4,48.0,1426.32,1294.38,0,715.84,005655,Premium,7005655,EMBALADO  ,,20,0,Nao,,,,250002,WANDERSON CASTIGLIONI,250001,Roney Perin da Cruz,,,10.56,000003 - NOSSO CARRO,0,05002,Z45 - 45 DIAS,45,SH
Nacional,NACIONAL / MATRIZ / ES,250028,ANGELICA GONCALVES DA SILVA,ANGELICA GONCALVES DA SILVA,00360801,34351336000110,CHARLES SOARES DOS SANTOS ME,SOARES AUTO PECAS,CRG CHAPADINHA SN,ZONA RURAL,NOVA VENECIA,,,ES,,29830000,,OK,B2C,M,RATV,AUTOPECAS VEICULOS,13/05/2024,05,2024,2024M05,15/05/2024,44414855,RIMULA RT4 X 15W40 SHELL FR 20L,OLEO,RIMULA,RIMULA RT4X,Transport,Mineral,Mainstream,20.0,5655,000016384,001,10,200.0,3639.0,3302.4,0,2427.76,005654,Mainstream,7005654,EMBALADO  ,,01,0,Nao,M,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,,,17.596,000002 - TRANSCHERRER TRANSPORTADORA LTDA,0,03908,003 - 30/60/90 DD,60,SH
Nacional,NACIONAL / MATRIZ / ES,250017,LORENA RAISA VALENTE,LORENA RAISA VALENTE,00001805,01135999000572,PODIUM VEICULOS LTDA,PODIUM VEICULOS LTDA,ROD DO SOL SN0,PRAIA DE ITAPARICA,VILA VELHA,,,ES,,29102020,7021710,,FWS,,RAFI,CONCES AUTO FIAT,13/05/2024,05,2024,2024M05,  /  /    ,46129809,MOPAR MAXPRO SYNTHETIC 0W-30 TB 209L,OLEO,MOPAR,MOPAR MAXPRO SYNTHETIC,consumer,Sint tico,Mainstream,209.0,5655,000016385,001,1,209.0,6930.79,6289.69,0,3442.5,005655,Mainstream,7005655,EMBALADO  ,,20,0,Nao,,,,250002,WANDERSON CASTIGLIONI,250001,Roney Perin da Cruz,,,183.92,000003 - NOSSO CARRO,0,05200,Z60 - 60 DIAS,60,SH
Nacional,NACIONAL / MATRIZ / ES,250018,JOIVAM GABURRO,JOIVAM GABURRO,00336501,39374319000112,LUIZ ANTONIO ALMEIDA DO NASCIMENTO ME,LUIZ ANTONIO ALMEIDA,R 14 DE JULHO SN,SANTO ANTONIO CANAA,SANTA TERESA,,,ES,,29650000,,OK,B2C,P,RATV,AUTOPECAS VEICULOS,13/05/2024,05,2024,2024M05,  /  /    ,44422855,RIMULA R3 EXTRA 15W40 CI-4 FR 20L,OLEO,RIMULA,RIMULA R3 EXTRA,Transport,Mineral,Mainstream,20.0,5655,000016386,001,1,20.0,352.65,320.03,0,230.62,005654,Mainstream,7005654,EMBALADO  ,,01,0,Nao,P,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,MIX CAIXA,HELIXM,18.0,000002 - TRANSCHERRER TRANSPORTADORA LTDA,0,04609,003 - 30/60/90 DD,60,SH
Nacional,NACIONAL / MATRIZ / ES,250018,JOIVAM GABURRO,JOIVAM GABURRO,00336501,39374319000112,LUIZ ANTONIO ALMEIDA DO NASCIMENTO ME,LUIZ ANTONIO ALMEIDA,R 14 DE JULHO SN,SANTO ANTONIO CANAA,SANTA TERESA,,,ES,,29650000,,OK,B2C,P,RATV,AUTOPECAS VEICULOS,13/05/2024,05,2024,2024M05,  /  /    ,49757855,WBF 100 NOVO FR. 20LT,OLEO,WBF,WBF 100,Transport,Mineral,Mainstream,20.0,5655,000016386,001,3,60.0,1454.31,1319.79,0,881.48,005654,Mainstream,7005654,EMBALADO  ,,01,0,Nao,P,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,MIX CAIXA,HELIXM,17.73,000002 - TRANSCHERRER TRANSPORTADORA LTDA,0,04609,003 - 30/60/90 DD,60,SH
Nacional,NACIONAL / MATRIZ / ES,250018,JOIVAM GABURRO,JOIVAM GABURRO,00336501,39374319000112,LUIZ ANTONIO ALMEIDA DO NASCIMENTO ME,LUIZ ANTONIO ALMEIDA,R 14 DE JULHO SN,SANTO ANTONIO CANAA,SANTA TERESA,,,ES,,29650000,,OK,B2C,P,RATV,AUTOPECAS VEICULOS,13/05/2024,05,2024,2024M05,  /  /    ,43582855,SPIRAX S2 A 90 FR. 20LT.,OLEO,SPIRAX,SPIRAX S2,Transport,Mineral,Mainstream,20.0,5655,000016386,001,1,20.0,475.72,431.72,0,252.2,005654,Mainstream,7005654,EMBALADO  ,,01,0,Nao,P,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,,,18.18,000002 - TRANSCHERRER TRANSPORTADORA LTDA,0,04609,003 - 30/60/90 DD,60,SH
Nacional,NACIONAL / MATRIZ / ES,250022,JESSICA SOUZA MEDEIROS,JESSICA SOUZA MEDEIROS,00425200,05904231000143,LISSANDRA BAUNHARDT,EMPILHAR - COMERCIO,AV AL TOM JOBIM 13,PARQUE RESIDENCIAL LARANJEIRAS,SERRA,,,ES,,29165208,,,B2C,,RATV,AUTOPECAS VEICULOS,14/05/2024,05,2024,2024M05,14/05/2024,49067855,HYDRAULIC S1 M 68 FR 20L,OLEO,HYDRAU,HYDRAULIC S1 M 68,Consumer,Mineral,Mainstream,20.0,5655,000016387,001,3,60.0,1049.7,952.6,0,835.17,005654,Mainstream,7005654,EMBALADO  ,,01,0,Nao,,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,,,18.0,000003 - NOSSO CARRO,0,05002,004 - 28/56/84 DD,56,SH
Nacional,NACIONAL / MATRIZ / ES,250017,LORENA RAISA VALENTE,LORENA RAISA VALENTE,00006201,07940707000127,MULTI COMERCIO DE VEICULOS LTDA,MULTI COMERCIO DE VE,AVENIDA NOSSA SENHORA DA PENHA 1661,SANTA LUCIA,VITORIA,,,ES,,29056075,7021721,,FWS,,RAMI,CONCES AUTO MITSUBIS,14/05/2024,05,2024,2024M05,15/05/2024,41098905,HELIX ULTRA ECT C2 5W30 CX 12X1L,OLEO,HELIX,HELIX ULTRA,consumer,Sint tico,Premium,12.0,5655,000016388,001,17,204.0,7677.03,6966.91,0,3758.24,005655,Premium,7005655,EMBALADO  ,,20,0,Nao,,,,250002,WANDERSON CASTIGLIONI,250001,Roney Perin da Cruz,,,10.092,-,0,05309,Z45 - 45 DIAS,45,SH
Nacional,NACIONAL / MATRIZ / ES,250017,LORENA RAISA VALENTE,LORENA RAISA VALENTE,00377301,33061983000206,VITORIA MOTOCICLETAS LTDA,DUCATI VITORIA,AVENIDA NOSSA SENHORA DA PENHA 699,SANTA LUCIA,VITORIA,,,ES,,29056250,7006266,OK,FWS,P,RMDU,CONCES MOTO DUCATI,14/05/2024,05,2024,2024M05,15/05/2024,45240909,ADVANCE 4T ULTRA 15W50 SN CX12X1L,OLEO,ADVANC,ADVANCE 4T ULTRA,Consumer,Sintetico,Premium,12.0,5655,000016389,001,5,60.0,4523.15,4104.76,0,1726.71,005655,Premium,7005655,EMBALADO  ,,20,0,Nao,P,,,250002,WANDERSON CASTIGLIONI,250001,Roney Perin da Cruz,,,10.28,000003 - NOSSO CARRO,0,05309,Z30 - 30 DIAS,30,SH
Nacional,NACIONAL / MATRIZ / ES,250028,ANGELICA GONCALVES DA SILVA,ANGELICA GONCALVES DA SILVA,00942200,25127553000130,25.127.553 IGOR SOUZA PEREIRA,IGOR SOUZA PEREIRA,R JOSE SOARES DE BRITO 156,RESIDENCIAL NOVA CANAA,PINHEIROS,,,ES,,29980000,,,B2C,,ROMA,OFICINAS DE AUTOMOVEIS,14/05/2024,05,2024,2024M05,16/05/2024,41074905,HELIX HX6 FLEX 15W40 SL CX 12X1L,OLEO,HELIX,HELIX HX6,Consumer,Semi Sintetico,Premium,12.0,5655,000016390,001,1,12.0,262.8,238.49,0,157.76,005654,Premium,7005654,EMBALADO  ,,01,0,Nao,,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,MIX CAIXA,HELIXM,10.572,000002 - TRANSCHERRER TRANSPORTADORA LTDA,0,04104,004 - 28/56/84 DD,56,SH
Nacional,NACIONAL / MATRIZ / ES,250028,ANGELICA GONCALVES DA SILVA,ANGELICA GONCALVES DA SILVA,00942200,25127553000130,25.127.553 IGOR SOUZA PEREIRA,IGOR SOUZA PEREIRA,R JOSE SOARES DE BRITO 156,RESIDENCIAL NOVA CANAA,PINHEIROS,,,ES,,29980000,,,B2C,,ROMA,OFICINAS DE AUTOMOVEIS,14/05/2024,05,2024,2024M05,16/05/2024,41076905,HELIX HX8 PROFESSIONAL AV 5W40 CX 12X1L,OLEO,HELIX,HELIX HX8,Consumer,Sintetico,Premium,12.0,5655,000016390,001,1,12.0,419.88,381.05,0,222.77,005654,Premium,7005654,EMBALADO  ,,01,0,Nao,,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,MIX CAIXA,HELIXM,10.28,000002 - TRANSCHERRER TRANSPORTADORA LTDA,0,04104,004 - 28/56/84 DD,56,SH
Nacional,NACIONAL / MATRIZ / ES,250028,ANGELICA GONCALVES DA SILVA,ANGELICA GONCALVES DA SILVA,00942200,25127553000130,25.127.553 IGOR SOUZA PEREIRA,IGOR SOUZA PEREIRA,R JOSE SOARES DE BRITO 156,RESIDENCIAL NOVA CANAA,PINHEIROS,,,ES,,29980000,,,B2C,,ROMA,OFICINAS DE AUTOMOVEIS,14/05/2024,05,2024,2024M05,16/05/2024,43135905,HELIX HX8 SP GF6 5W-30 CX 12X1L NEW,OLEO,HELIX,HELIX HX8 SP,consumer,Sint tico,Premium,12.0,5655,000016390,001,2,24.0,597.6,542.32,0,332.35,005654,Premium,7005654,EMBALADO  ,,01,0,Nao,,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,MIX CAIXA,HELIXM,10.56,000002 - TRANSCHERRER TRANSPORTADORA LTDA,0,04104,004 - 28/56/84 DD,56,SH
Nacional,NACIONAL / MATRIZ / ES,250016,ALEXSANDRO DOS SANTOS SOBRINHO,ALEXSANDRO DOS SANTOS SOBRINHO,00044701,27487156000103,VIACAO JOANA D ARC S A,VIACAO JOANA D ARC S,AV SILVIO AVIDOS  1680,SAO SILVANO,COLATINA,,,ES,,29706010,,,B2B,,CTPT,TRANSPORTES E FROTAS,14/05/2024,05,2024,2024M05,15/05/2024,52894817,GADUS S3 V220C 2 BD. 18 KG,GRAXAS,GADUS,GADUS S3,Industry Specialities,Mineral,Premium,18.0,5656,000016391,001,1,18.0,998.92,906.52,0,537.09,005654,Premium,7005654,EMBALADO  ,250024,01,0,Nao,,,,250014,RODRIGO LAZARO,250002,WANDERSON CASTIGLIONI,,,18.0,000002 - TRANSCHERRER TRANSPORTADORA LTDA,0,01506,004 - 28/56/84 DD,56,SH
Nacional,NACIONAL / MATRIZ / ES,250022,JESSICA SOUZA MEDEIROS,JESSICA SOUZA MEDEIROS,00922200,01557724571,CLEIDE DA CRUZ BRITO,CLEIDE DA CRUZ BRITO,AV REGIAO SUDESTE 949,SERRA,SERRA,,,ES,,29166200,,,B2C,,ROMA,OFICINAS DE AUTOMOVEIS,15/05/2024,05,2024,2024M05,15/05/2024,41074905,HELIX HX6 FLEX 15W40 SL CX 12X1L,OLEO,HELIX,HELIX HX6,Consumer,Semi Sintetico,Premium,12.0,5656,000016394,001,1,12.0,270.95,245.89,0,157.76,005654,Premium,7005654,EMBALADO  ,,01,0,Nao,,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,MIX CAIXA,HELIXM,10.572,000003 - NOSSO CARRO,0,05002,002 - 42 DD,2,SH
Nacional,NACIONAL / MATRIZ / ES,250022,JESSICA SOUZA MEDEIROS,JESSICA SOUZA MEDEIROS,00922200,01557724571,CLEIDE DA CRUZ BRITO,CLEIDE DA CRUZ BRITO,AV REGIAO SUDESTE 949,SERRA,SERRA,,,ES,,29166200,,,B2C,,ROMA,OFICINAS DE AUTOMOVEIS,15/05/2024,05,2024,2024M05,15/05/2024,43135905,HELIX HX8 SP GF6 5W-30 CX 12X1L NEW,OLEO,HELIX,HELIX HX8 SP,consumer,Sint tico,Premium,12.0,5656,000016394,001,1,12.0,308.04,279.55,0,166.18,005654,Premium,7005654,EMBALADO  ,,01,0,Nao,,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,,,10.56,000003 - NOSSO CARRO,0,05002,002 - 42 DD,2,SH
Nacional,NACIONAL / MATRIZ / ES,250022,JESSICA SOUZA MEDEIROS,JESSICA SOUZA MEDEIROS,00587201,03815502000169,MOACIR ALVES DE SOUZA JUNIOR ME,MOACIR ALVES DE SOUZ,R CANADA 02 LETRA A QD 10 SETOR AMERIC,CIDADE CONTINENTAL,SERRA,,,ES,,29163572,,OK,B2C,P,ROMA,OFICINAS DE AUTOMOVEIS,15/05/2024,05,2024,2024M05,15/05/2024,41074905,HELIX HX6 FLEX 15W40 SL CX 12X1L,OLEO,HELIX,HELIX HX6,Consumer,Semi Sintetico,Premium,12.0,5655,000016395,001,5,60.0,1314.0,1192.46,0,788.81,005654,Premium,7005654,EMBALADO  ,,01,0,Nao,P,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,MIX CAIXA,HELIXM,10.572,000003 - NOSSO CARRO,0,05002,006 - 28/42/56 DD,42,SH
Nacional,NACIONAL / MATRIZ / ES,250022,JESSICA SOUZA MEDEIROS,JESSICA SOUZA MEDEIROS,00849200,05871097000121,PERFORMANCE CENTRO AUTOMOTIVO LTDA,PERFORMANCE CENTRO A,AV DESEMBARGADOR MARIO DA SILVA NUNES N�972,JARDIM LIMOEIRO,SERRA,,,ES,,29164044,,OK,B2C,,RATV,AUTOPECAS VEICULOS,15/05/2024,05,2024,2024M05,15/05/2024,43135905,HELIX HX8 SP GF6 5W-30 CX 12X1L NEW,OLEO,HELIX,HELIX HX8 SP,consumer,Sint tico,Premium,12.0,5655,000016396,001,2,24.0,597.6,542.32,0,332.35,005654,Premium,7005654,EMBALADO  ,,01,0,Nao,,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,MIX CAIXA,HELIXM,10.56,000002 - TRANSCHERRER TRANSPORTADORA LTDA,0,05002,014 - 28DDL,28,SH
Nacional,NACIONAL / MATRIZ / ES,250022,JESSICA SOUZA MEDEIROS,JESSICA SOUZA MEDEIROS,00425200,05904231000143,LISSANDRA BAUNHARDT,EMPILHAR - COMERCIO,AV AL TOM JOBIM 13,PARQUE RESIDENCIAL LARANJEIRAS,SERRA,,,ES,,29165208,,,B2C,,RATV,AUTOPECAS VEICULOS,15/05/2024,05,2024,2024M05,15/05/2024,45283855,SPIRAX S4 TXM FR. 20LT.,OLEO,SPIRAX,SPIRAX S4,Transport,Mineral,Mainstream,20.0,5655,000016397,001,4,80.0,1978.72,1795.69,0,1134.42,005654,Mainstream,7005654,EMBALADO  ,,01,0,Nao,,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,MIX CAIXA,HELIXM,17.64,000003 - NOSSO CARRO,0,05002,004 - 28/56/84 DD,56,SH
Nacional,NACIONAL / MATRIZ / ES,250022,JESSICA SOUZA MEDEIROS,JESSICA SOUZA MEDEIROS,00425200,05904231000143,LISSANDRA BAUNHARDT,EMPILHAR - COMERCIO,AV AL TOM JOBIM 13,PARQUE RESIDENCIAL LARANJEIRAS,SERRA,,,ES,,29165208,,,B2C,,RATV,AUTOPECAS VEICULOS,15/05/2024,05,2024,2024M05,15/05/2024,49067855,HYDRAULIC S1 M 68 FR 20L,OLEO,HYDRAU,HYDRAULIC S1 M 68,Consumer,Mineral,Mainstream,20.0,5655,000016397,001,7,140.0,2449.3,2222.74,0,1948.73,005654,Mainstream,7005654,EMBALADO  ,,01,0,Nao,,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,,,18.0,000003 - NOSSO CARRO,0,05002,004 - 28/56/84 DD,56,SH
Nacional,NACIONAL / MATRIZ / ES,250022,JESSICA SOUZA MEDEIROS,JESSICA SOUZA MEDEIROS,00919200,29127922000146,RAFAEL RODRIGUES SILVA 15132499759,RAFAEL AUTO PECAS,AVENIDA ASTECA 08,CIDADE CONTINENTALSETOR AMERICA,SERRA,,,ES,,29163557,,,B2C,,RATM,AUTOPECAS MOTOCICLETAS,15/05/2024,05,2024,2024M05,15/05/2024,45297905,ADVANCE 4T AX5 20W-50 SL/ MA CX. 12X1L,OLEO,ADVANC,ADVANCE 4T AX5,Consumer,Mineral,Mainstream,12.0,5656,000016398,001,1,12.0,249.0,225.97,0,138.31,005654,Mainstream,7005654,EMBALADO  ,,01,0,Nao,,,,250005,NILO SEGAL,250002,WANDERSON CASTIGLIONI,,,10.68,000002 - TRANSCHERRER TRANSPORTADORA LTDA,0,05002,007 - 20/40DD,30,SH
